"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Nov 29 10:44:04 GMT 2022","Tue Nov 29 10:44:05 GMT 2022","1091","chromium","demo-todo-app.spec.ts","Routing","","","should respect the back button",""
"passed","Tue Nov 29 10:45:43 GMT 2022","Tue Nov 29 10:45:43 GMT 2022","162","webkit","dummyapi.spec.ts","tests dummyapi.io","","","it should return an empty result array",""
"passed","Tue Nov 29 10:43:49 GMT 2022","Tue Nov 29 10:43:50 GMT 2022","879","chromium","demo-todo-app.spec.ts","Mark all as completed","","","should allow me to mark all items as completed",""
"passed","Tue Nov 29 10:45:43 GMT 2022","Tue Nov 29 10:45:43 GMT 2022","148","webkit","dummyapi.spec.ts","tests dummyapi.io","","","it should return an error because of unvalid path",""
"passed","Tue Nov 29 10:44:09 GMT 2022","Tue Nov 29 10:44:10 GMT 2022","1432","chromium","example.spec.ts","","","","homepage has title and links to intro page",""
"passed","Tue Nov 29 10:44:08 GMT 2022","Tue Nov 29 10:44:08 GMT 2022","205","chromium","dummyapi.spec.ts","tests dummyapi.io","","","should list the first 10 users from 99 in total",""
"passed","Tue Nov 29 10:44:26 GMT 2022","Tue Nov 29 10:44:27 GMT 2022","1409","firefox","demo-todo-app.spec.ts","Editing","","","should trim entered text",""
"passed","Tue Nov 29 10:44:29 GMT 2022","Tue Nov 29 10:44:30 GMT 2022","1237","firefox","demo-todo-app.spec.ts","Editing","","","should cancel edits on escape",""
"passed","Tue Nov 29 10:44:07 GMT 2022","Tue Nov 29 10:44:08 GMT 2022","827","chromium","demo-todo-app.spec.ts","Routing","","","should highlight the currently applied filter",""
"passed","Tue Nov 29 10:44:01 GMT 2022","Tue Nov 29 10:44:02 GMT 2022","768","chromium","demo-todo-app.spec.ts","Clear completed button","","","should remove completed items when clicked",""
"passed","Tue Nov 29 10:43:59 GMT 2022","Tue Nov 29 10:43:59 GMT 2022","836","chromium","demo-todo-app.spec.ts","Editing","","","should cancel edits on escape",""
"passed","Tue Nov 29 10:45:21 GMT 2022","Tue Nov 29 10:45:23 GMT 2022","1727","webkit","demo-todo-app.spec.ts","Clear completed button","","","should display the correct text",""
"passed","Tue Nov 29 10:44:25 GMT 2022","Tue Nov 29 10:44:26 GMT 2022","1214","firefox","demo-todo-app.spec.ts","Editing","","","should save edits on blur",""
"passed","Tue Nov 29 10:44:08 GMT 2022","Tue Nov 29 10:44:09 GMT 2022","185","chromium","dummyapi.spec.ts","tests dummyapi.io","","","it should return an error because of unvalid path",""
"passed","Tue Nov 29 10:43:55 GMT 2022","Tue Nov 29 10:43:56 GMT 2022","758","chromium","demo-todo-app.spec.ts","Editing","","","should hide other controls when editing",""
"passed","Tue Nov 29 10:43:57 GMT 2022","Tue Nov 29 10:43:58 GMT 2022","801","chromium","demo-todo-app.spec.ts","Editing","","","should trim entered text",""
"passed","Tue Nov 29 10:44:22 GMT 2022","Tue Nov 29 10:44:24 GMT 2022","1222","firefox","demo-todo-app.spec.ts","Item","","","should allow me to edit an item",""
"passed","Tue Nov 29 10:44:45 GMT 2022","Tue Nov 29 10:44:45 GMT 2022","167","firefox","dummyapi.spec.ts","tests dummyapi.io","","","it should return an error because of unvalid body",""
