"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Nov 28 22:15:40 GMT 2022","Mon Nov 28 22:15:41 GMT 2022","760","chromium","demo-todo-app.spec.ts","Item","","","should allow me to un-mark items as complete",""
"passed","Mon Nov 28 22:15:43 GMT 2022","Mon Nov 28 22:15:44 GMT 2022","702","chromium","demo-todo-app.spec.ts","Editing","","","should trim entered text",""
"passed","Mon Nov 28 22:15:48 GMT 2022","Mon Nov 28 22:15:48 GMT 2022","802","chromium","demo-todo-app.spec.ts","Persistence","","","should persist its data",""
"passed","Mon Nov 28 22:15:39 GMT 2022","Mon Nov 28 22:15:40 GMT 2022","684","chromium","demo-todo-app.spec.ts","Item","","","should allow me to mark items as complete",""
"passed","Mon Nov 28 22:15:47 GMT 2022","Mon Nov 28 22:15:48 GMT 2022","662","chromium","demo-todo-app.spec.ts","Clear completed button","","","should be hidden when there are no items that are completed",""
"failed","Mon Nov 28 22:15:54 GMT 2022","Mon Nov 28 22:15:55 GMT 2022","250","chromium","dummyapi.spec.ts","tests dummyapi.io","","","it should return an error because of unvalid body",""
"passed","Mon Nov 28 22:15:38 GMT 2022","Mon Nov 28 22:15:39 GMT 2022","698","chromium","demo-todo-app.spec.ts","Mark all as completed","","","should allow me to clear the complete state of all items",""
"passed","Mon Nov 28 22:15:48 GMT 2022","Mon Nov 28 22:15:49 GMT 2022","709","chromium","demo-todo-app.spec.ts","Routing","","","should allow me to display active items",""
"passed","Mon Nov 28 22:15:50 GMT 2022","Mon Nov 28 22:15:51 GMT 2022","685","chromium","demo-todo-app.spec.ts","Routing","","","should allow me to display completed items",""
"passed","Mon Nov 28 22:15:46 GMT 2022","Mon Nov 28 22:15:47 GMT 2022","685","chromium","demo-todo-app.spec.ts","Clear completed button","","","should remove completed items when clicked",""
"passed","Mon Nov 28 22:15:41 GMT 2022","Mon Nov 28 22:15:42 GMT 2022","718","chromium","demo-todo-app.spec.ts","Item","","","should allow me to edit an item",""
"passed","Mon Nov 28 22:15:36 GMT 2022","Mon Nov 28 22:15:37 GMT 2022","634","chromium","demo-todo-app.spec.ts","New Todo","","","should append new items to the bottom of the list",""
"passed","Mon Nov 28 22:15:52 GMT 2022","Mon Nov 28 22:15:52 GMT 2022","672","chromium","demo-todo-app.spec.ts","Routing","","","should highlight the currently applied filter",""
"passed","Mon Nov 28 22:15:37 GMT 2022","Mon Nov 28 22:15:38 GMT 2022","695","chromium","demo-todo-app.spec.ts","Mark all as completed","","","should allow me to mark all items as completed",""
"passed","Mon Nov 28 22:15:35 GMT 2022","Mon Nov 28 22:15:36 GMT 2022","1017","chromium","demo-todo-app.spec.ts","New Todo","","","should allow me to add todo items",""
"passed","Mon Nov 28 22:15:36 GMT 2022","Mon Nov 28 22:15:36 GMT 2022","464","chromium","demo-todo-app.spec.ts","New Todo","","","should clear text input field when an item is added",""
"passed","Mon Nov 28 22:15:42 GMT 2022","Mon Nov 28 22:15:42 GMT 2022","662","chromium","demo-todo-app.spec.ts","Editing","","","should hide other controls when editing",""
"passed","Mon Nov 28 22:15:49 GMT 2022","Mon Nov 28 22:15:50 GMT 2022","851","chromium","demo-todo-app.spec.ts","Routing","","","should respect the back button",""
"passed","Mon Nov 28 22:15:46 GMT 2022","Mon Nov 28 22:15:46 GMT 2022","699","chromium","demo-todo-app.spec.ts","Clear completed button","","","should display the correct text",""
"passed","Mon Nov 28 22:15:44 GMT 2022","Mon Nov 28 22:15:44 GMT 2022","679","chromium","demo-todo-app.spec.ts","Editing","","","should remove the item if an empty text string was entered",""
"passed","Mon Nov 28 22:15:52 GMT 2022","Mon Nov 28 22:15:52 GMT 2022","246","chromium","dummyapi.spec.ts","tests dummyapi.io","","","should list the first 10 users from 99 in total",""
"passed","Mon Nov 28 22:15:55 GMT 2022","Mon Nov 28 22:15:57 GMT 2022","1425","chromium","example.spec.ts","","","","homepage has title and links to intro page",""
"passed","Mon Nov 28 22:15:39 GMT 2022","Mon Nov 28 22:15:39 GMT 2022","886","chromium","demo-todo-app.spec.ts","Mark all as completed","","","complete all checkbox should update state when items are completed / cleared",""
"passed","Mon Nov 28 22:15:44 GMT 2022","Mon Nov 28 22:15:45 GMT 2022","695","chromium","demo-todo-app.spec.ts","Editing","","","should cancel edits on escape",""
"passed","Mon Nov 28 22:15:45 GMT 2022","Mon Nov 28 22:15:46 GMT 2022","515","chromium","demo-todo-app.spec.ts","Counter","","","should display the current number of todo items",""
"passed","Mon Nov 28 22:15:53 GMT 2022","Mon Nov 28 22:15:53 GMT 2022","149","chromium","dummyapi.spec.ts","tests dummyapi.io","","","it should return an error because of unvalid path",""
"passed","Mon Nov 28 22:15:42 GMT 2022","Mon Nov 28 22:15:43 GMT 2022","787","chromium","demo-todo-app.spec.ts","Editing","","","should save edits on blur",""
"passed","Mon Nov 28 22:15:52 GMT 2022","Mon Nov 28 22:15:53 GMT 2022","202","chromium","dummyapi.spec.ts","tests dummyapi.io","","","it should return an empty result array",""
"passed","Mon Nov 28 22:15:51 GMT 2022","Mon Nov 28 22:15:52 GMT 2022","806","chromium","demo-todo-app.spec.ts","Routing","","","should allow me to display all items",""
