"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Sun Nov 27 21:30:45 GMT 2022","Sun Nov 27 21:30:45 GMT 2022","308","chromium","dummyapi.spec.ts","tests dummyapi.io","","","it should return an error because of unvalid body",""
"passed","Sun Nov 27 21:30:22 GMT 2022","Sun Nov 27 21:30:23 GMT 2022","905","chromium","demo-todo-app.spec.ts","Mark all as completed","","","complete all checkbox should update state when items are completed / cleared",""
"passed","Sun Nov 27 21:30:27 GMT 2022","Sun Nov 27 21:30:27 GMT 2022","715","chromium","demo-todo-app.spec.ts","Editing","","","should trim entered text",""
"passed","Sun Nov 27 21:30:33 GMT 2022","Sun Nov 27 21:30:34 GMT 2022","866","chromium","demo-todo-app.spec.ts","Routing","","","should respect the back button",""
"passed","Sun Nov 27 21:30:25 GMT 2022","Sun Nov 27 21:30:26 GMT 2022","713","chromium","demo-todo-app.spec.ts","Editing","","","should hide other controls when editing",""
"failed","Sun Nov 27 21:30:40 GMT 2022","Sun Nov 27 21:30:40 GMT 2022","248","chromium","dummyapi.spec.ts","tests dummyapi.io","","","it should return an empty result array",""
"passed","Sun Nov 27 21:30:22 GMT 2022","Sun Nov 27 21:30:22 GMT 2022","725","chromium","demo-todo-app.spec.ts","Mark all as completed","","","should allow me to clear the complete state of all items",""
"passed","Sun Nov 27 21:30:21 GMT 2022","Sun Nov 27 21:30:22 GMT 2022","718","chromium","demo-todo-app.spec.ts","Mark all as completed","","","should allow me to mark all items as completed",""
"passed","Sun Nov 27 21:30:31 GMT 2022","Sun Nov 27 21:30:31 GMT 2022","696","chromium","demo-todo-app.spec.ts","Clear completed button","","","should be hidden when there are no items that are completed",""
"passed","Sun Nov 27 21:30:32 GMT 2022","Sun Nov 27 21:30:33 GMT 2022","697","chromium","demo-todo-app.spec.ts","Routing","","","should allow me to display active items",""
"passed","Sun Nov 27 21:30:23 GMT 2022","Sun Nov 27 21:30:24 GMT 2022","680","chromium","demo-todo-app.spec.ts","Item","","","should allow me to mark items as complete",""
"passed","Sun Nov 27 21:30:45 GMT 2022","Sun Nov 27 21:30:47 GMT 2022","1546","chromium","example.spec.ts","","","","homepage has title and links to intro page",""
"passed","Sun Nov 27 21:30:24 GMT 2022","Sun Nov 27 21:30:25 GMT 2022","728","chromium","demo-todo-app.spec.ts","Item","","","should allow me to un-mark items as complete",""
"passed","Sun Nov 27 21:30:30 GMT 2022","Sun Nov 27 21:30:31 GMT 2022","684","chromium","demo-todo-app.spec.ts","Clear completed button","","","should remove completed items when clicked",""
"passed","Sun Nov 27 21:30:27 GMT 2022","Sun Nov 27 21:30:28 GMT 2022","646","chromium","demo-todo-app.spec.ts","Editing","","","should remove the item if an empty text string was entered",""
"passed","Sun Nov 27 21:30:29 GMT 2022","Sun Nov 27 21:30:29 GMT 2022","547","chromium","demo-todo-app.spec.ts","Counter","","","should display the current number of todo items",""
"passed","Sun Nov 27 21:30:25 GMT 2022","Sun Nov 27 21:30:25 GMT 2022","719","chromium","demo-todo-app.spec.ts","Item","","","should allow me to edit an item",""
"passed","Sun Nov 27 21:30:19 GMT 2022","Sun Nov 27 21:30:20 GMT 2022","1011","chromium","demo-todo-app.spec.ts","New Todo","","","should allow me to add todo items",""
"passed","Sun Nov 27 21:30:20 GMT 2022","Sun Nov 27 21:30:20 GMT 2022","510","chromium","demo-todo-app.spec.ts","New Todo","","","should clear text input field when an item is added",""
"passed","Sun Nov 27 21:30:34 GMT 2022","Sun Nov 27 21:30:35 GMT 2022","840","chromium","demo-todo-app.spec.ts","Routing","","","should allow me to display all items",""
"passed","Sun Nov 27 21:30:35 GMT 2022","Sun Nov 27 21:30:36 GMT 2022","694","chromium","demo-todo-app.spec.ts","Routing","","","should highlight the currently applied filter",""
"passed","Sun Nov 27 21:30:31 GMT 2022","Sun Nov 27 21:30:32 GMT 2022","752","chromium","demo-todo-app.spec.ts","Persistence","","","should persist its data",""
"passed","Sun Nov 27 21:30:28 GMT 2022","Sun Nov 27 21:30:29 GMT 2022","701","chromium","demo-todo-app.spec.ts","Editing","","","should cancel edits on escape",""
"passed","Sun Nov 27 21:30:26 GMT 2022","Sun Nov 27 21:30:27 GMT 2022","684","chromium","demo-todo-app.spec.ts","Editing","","","should save edits on blur",""
"passed","Sun Nov 27 21:30:34 GMT 2022","Sun Nov 27 21:30:34 GMT 2022","727","chromium","demo-todo-app.spec.ts","Routing","","","should allow me to display completed items",""
"failed","Sun Nov 27 21:30:38 GMT 2022","Sun Nov 27 21:30:38 GMT 2022","331","chromium","dummyapi.spec.ts","tests dummyapi.io","","","should list the first 10 users from 99 in total",""
"failed","Sun Nov 27 21:30:42 GMT 2022","Sun Nov 27 21:30:43 GMT 2022","334","chromium","dummyapi.spec.ts","tests dummyapi.io","","","it should return an error because of unvalid path",""
"passed","Sun Nov 27 21:30:29 GMT 2022","Sun Nov 27 21:30:30 GMT 2022","633","chromium","demo-todo-app.spec.ts","Clear completed button","","","should display the correct text",""
"passed","Sun Nov 27 21:30:20 GMT 2022","Sun Nov 27 21:30:21 GMT 2022","640","chromium","demo-todo-app.spec.ts","New Todo","","","should append new items to the bottom of the list",""
