"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Nov 29 09:57:46 GMT 2022","Tue Nov 29 09:57:47 GMT 2022","846","chromium","demo-todo-app.spec.ts","Item","","","should allow me to un-mark items as complete",""
"passed","Tue Nov 29 09:58:35 GMT 2022","Tue Nov 29 09:58:36 GMT 2022","1581","firefox","demo-todo-app.spec.ts","Routing","","","should allow me to display all items",""
"passed","Tue Nov 29 09:57:49 GMT 2022","Tue Nov 29 09:57:49 GMT 2022","797","chromium","demo-todo-app.spec.ts","Editing","","","should save edits on blur",""
"passed","Tue Nov 29 09:57:55 GMT 2022","Tue Nov 29 09:57:56 GMT 2022","876","chromium","demo-todo-app.spec.ts","Persistence","","","should persist its data",""
"passed","Tue Nov 29 09:58:01 GMT 2022","Tue Nov 29 09:58:02 GMT 2022","1571","chromium","example.spec.ts","","","","homepage has title and links to intro page",""
"passed","Tue Nov 29 09:58:12 GMT 2022","Tue Nov 29 09:58:13 GMT 2022","1466","firefox","demo-todo-app.spec.ts","Mark all as completed","","","complete all checkbox should update state when items are completed / cleared",""
"passed","Tue Nov 29 09:57:43 GMT 2022","Tue Nov 29 09:57:44 GMT 2022","780","chromium","demo-todo-app.spec.ts","Mark all as completed","","","should allow me to mark all items as completed",""
"passed","Tue Nov 29 09:58:38 GMT 2022","Tue Nov 29 09:58:41 GMT 2022","2252","firefox","example.spec.ts","","","","homepage has title and links to intro page",""
"passed","Tue Nov 29 09:58:27 GMT 2022","Tue Nov 29 09:58:29 GMT 2022","1222","firefox","demo-todo-app.spec.ts","Clear completed button","","","should be hidden when there are no items that are completed",""
"passed","Tue Nov 29 09:58:58 GMT 2022","Tue Nov 29 09:59:01 GMT 2022","2764","webkit","demo-todo-app.spec.ts","Item","","","should allow me to un-mark items as complete",""
"passed","Tue Nov 29 09:58:13 GMT 2022","Tue Nov 29 09:58:15 GMT 2022","1382","firefox","demo-todo-app.spec.ts","Item","","","should allow me to mark items as complete",""
"passed","Tue Nov 29 09:58:03 GMT 2022","Tue Nov 29 09:58:07 GMT 2022","4129","firefox","demo-todo-app.spec.ts","New Todo","","","should allow me to add todo items",""
"passed","Tue Nov 29 09:59:30 GMT 2022","Tue Nov 29 09:59:33 GMT 2022","2844","webkit","demo-todo-app.spec.ts","Routing","","","should allow me to display all items",""
"passed","Tue Nov 29 09:58:52 GMT 2022","Tue Nov 29 09:58:55 GMT 2022","3397","webkit","demo-todo-app.spec.ts","Mark all as completed","","","complete all checkbox should update state when items are completed / cleared",""
"passed","Tue Nov 29 09:57:51 GMT 2022","Tue Nov 29 09:57:52 GMT 2022","807","chromium","demo-todo-app.spec.ts","Editing","","","should cancel edits on escape",""
"passed","Tue Nov 29 09:59:04 GMT 2022","Tue Nov 29 09:59:06 GMT 2022","1997","webkit","demo-todo-app.spec.ts","Editing","","","should save edits on blur",""
"passed","Tue Nov 29 09:57:53 GMT 2022","Tue Nov 29 09:57:54 GMT 2022","825","chromium","demo-todo-app.spec.ts","Clear completed button","","","should remove completed items when clicked",""
"passed","Tue Nov 29 09:57:52 GMT 2022","Tue Nov 29 09:57:53 GMT 2022","754","chromium","demo-todo-app.spec.ts","Clear completed button","","","should display the correct text",""
"passed","Tue Nov 29 09:59:06 GMT 2022","Tue Nov 29 09:59:08 GMT 2022","2006","webkit","demo-todo-app.spec.ts","Editing","","","should trim entered text",""
"passed","Tue Nov 29 09:59:03 GMT 2022","Tue Nov 29 09:59:04 GMT 2022","1616","webkit","demo-todo-app.spec.ts","Editing","","","should hide other controls when editing",""
"passed","Tue Nov 29 09:57:44 GMT 2022","Tue Nov 29 09:57:45 GMT 2022","1032","chromium","demo-todo-app.spec.ts","Mark all as completed","","","complete all checkbox should update state when items are completed / cleared",""
"passed","Tue Nov 29 09:58:30 GMT 2022","Tue Nov 29 09:58:32 GMT 2022","1397","firefox","demo-todo-app.spec.ts","Routing","","","should allow me to display active items",""
"passed","Tue Nov 29 09:57:48 GMT 2022","Tue Nov 29 09:57:49 GMT 2022","727","chromium","demo-todo-app.spec.ts","Editing","","","should hide other controls when editing",""
"passed","Tue Nov 29 09:59:33 GMT 2022","Tue Nov 29 09:59:35 GMT 2022","1968","webkit","demo-todo-app.spec.ts","Routing","","","should highlight the currently applied filter",""
"passed","Tue Nov 29 09:57:42 GMT 2022","Tue Nov 29 09:57:43 GMT 2022","766","chromium","demo-todo-app.spec.ts","New Todo","","","should append new items to the bottom of the list",""
"passed","Tue Nov 29 09:58:21 GMT 2022","Tue Nov 29 09:58:23 GMT 2022","1218","firefox","demo-todo-app.spec.ts","Editing","","","should remove the item if an empty text string was entered",""
