"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Nov 29 09:52:28 GMT 2022","Tue Nov 29 09:52:29 GMT 2022","761","chromium","demo-todo-app.spec.ts","New Todo","","","should append new items to the bottom of the list",""
"passed","Tue Nov 29 09:52:29 GMT 2022","Tue Nov 29 09:52:30 GMT 2022","1462","chromium","demo-todo-app.spec.ts","Mark all as completed","","","should allow me to mark all items as completed",""
"passed","Tue Nov 29 09:53:17 GMT 2022","Tue Nov 29 09:53:18 GMT 2022","1194","firefox","demo-todo-app.spec.ts","Routing","","","should allow me to display completed items",""
"passed","Tue Nov 29 09:52:34 GMT 2022","Tue Nov 29 09:52:35 GMT 2022","723","chromium","demo-todo-app.spec.ts","Editing","","","should hide other controls when editing",""
"passed","Tue Nov 29 09:52:52 GMT 2022","Tue Nov 29 09:52:53 GMT 2022","855","firefox","demo-todo-app.spec.ts","New Todo","","","should clear text input field when an item is added",""
"passed","Tue Nov 29 09:52:35 GMT 2022","Tue Nov 29 09:52:36 GMT 2022","775","chromium","demo-todo-app.spec.ts","Editing","","","should save edits on blur",""
"passed","Tue Nov 29 09:52:40 GMT 2022","Tue Nov 29 09:52:40 GMT 2022","833","chromium","demo-todo-app.spec.ts","Clear completed button","","","should remove completed items when clicked",""
"passed","Tue Nov 29 09:53:54 GMT 2022","Tue Nov 29 09:53:55 GMT 2022","1813","webkit","demo-todo-app.spec.ts","Editing","","","should cancel edits on escape",""
"passed","Tue Nov 29 09:53:20 GMT 2022","Tue Nov 29 09:53:21 GMT 2022","1411","firefox","demo-todo-app.spec.ts","Routing","","","should highlight the currently applied filter",""
"passed","Tue Nov 29 09:52:54 GMT 2022","Tue Nov 29 09:52:55 GMT 2022","1138","firefox","demo-todo-app.spec.ts","Mark all as completed","","","should allow me to mark all items as completed",""
"passed","Tue Nov 29 09:54:18 GMT 2022","Tue Nov 29 09:54:20 GMT 2022","2547","webkit","example.spec.ts","","","","homepage has title and links to intro page",""
"passed","Tue Nov 29 09:53:34 GMT 2022","Tue Nov 29 09:53:36 GMT 2022","2278","webkit","demo-todo-app.spec.ts","Mark all as completed","","","should allow me to clear the complete state of all items",""
"passed","Tue Nov 29 09:52:44 GMT 2022","Tue Nov 29 09:52:45 GMT 2022","845","chromium","demo-todo-app.spec.ts","Routing","","","should allow me to display completed items",""
"passed","Tue Nov 29 09:53:00 GMT 2022","Tue Nov 29 09:53:02 GMT 2022","1539","firefox","demo-todo-app.spec.ts","Item","","","should allow me to edit an item",""
"passed","Tue Nov 29 09:53:57 GMT 2022","Tue Nov 29 09:53:58 GMT 2022","1650","webkit","demo-todo-app.spec.ts","Clear completed button","","","should display the correct text",""
"passed","Tue Nov 29 09:52:37 GMT 2022","Tue Nov 29 09:52:38 GMT 2022","758","chromium","demo-todo-app.spec.ts","Editing","","","should cancel edits on escape",""
"passed","Tue Nov 29 09:53:18 GMT 2022","Tue Nov 29 09:53:20 GMT 2022","1454","firefox","demo-todo-app.spec.ts","Routing","","","should allow me to display all items",""
"passed","Tue Nov 29 09:53:04 GMT 2022","Tue Nov 29 09:53:05 GMT 2022","1186","firefox","demo-todo-app.spec.ts","Editing","","","should trim entered text",""
"passed","Tue Nov 29 09:52:47 GMT 2022","Tue Nov 29 09:52:48 GMT 2022","1495","chromium","example.spec.ts","","","","homepage has title and links to intro page",""
"passed","Tue Nov 29 09:54:03 GMT 2022","Tue Nov 29 09:54:05 GMT 2022","2343","webkit","demo-todo-app.spec.ts","Persistence","","","should persist its data",""
"passed","Tue Nov 29 09:53:50 GMT 2022","Tue Nov 29 09:53:52 GMT 2022","1981","webkit","demo-todo-app.spec.ts","Editing","","","should trim entered text",""
"passed","Tue Nov 29 09:53:39 GMT 2022","Tue Nov 29 09:53:41 GMT 2022","2067","webkit","demo-todo-app.spec.ts","Item","","","should allow me to mark items as complete",""
"passed","Tue Nov 29 09:53:07 GMT 2022","Tue Nov 29 09:53:08 GMT 2022","1232","firefox","demo-todo-app.spec.ts","Editing","","","should cancel edits on escape",""
"passed","Tue Nov 29 09:53:46 GMT 2022","Tue Nov 29 09:53:48 GMT 2022","1755","webkit","demo-todo-app.spec.ts","Editing","","","should hide other controls when editing",""
"passed","Tue Nov 29 09:52:40 GMT 2022","Tue Nov 29 09:52:41 GMT 2022","739","chromium","demo-todo-app.spec.ts","Clear completed button","","","should be hidden when there are no items that are completed",""
"passed","Tue Nov 29 09:52:46 GMT 2022","Tue Nov 29 09:52:46 GMT 2022","772","chromium","demo-todo-app.spec.ts","Routing","","","should highlight the currently applied filter",""
