"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sun Nov 27 21:08:54 GMT 2022","Sun Nov 27 21:08:55 GMT 2022","599","chromium","demo-todo-app.spec.ts","Routing","","","should highlight the currently applied filter",""
"passed","Sun Nov 27 21:08:44 GMT 2022","Sun Nov 27 21:08:45 GMT 2022","645","chromium","demo-todo-app.spec.ts","Editing","","","should hide other controls when editing",""
"failed","Sun Nov 27 21:09:04 GMT 2022","Sun Nov 27 21:09:04 GMT 2022","220","chromium","dummyapi.spec.ts","tests dummyapi.io","","","it should return an error because of unvalid path",""
"passed","Sun Nov 27 21:08:44 GMT 2022","Sun Nov 27 21:08:44 GMT 2022","703","chromium","demo-todo-app.spec.ts","Item","","","should allow me to edit an item",""
"passed","Sun Nov 27 21:08:46 GMT 2022","Sun Nov 27 21:08:47 GMT 2022","668","chromium","demo-todo-app.spec.ts","Editing","","","should trim entered text",""
"passed","Sun Nov 27 21:08:50 GMT 2022","Sun Nov 27 21:08:50 GMT 2022","641","chromium","demo-todo-app.spec.ts","Clear completed button","","","should be hidden when there are no items that are completed",""
"failed","Sun Nov 27 21:09:00 GMT 2022","Sun Nov 27 21:09:00 GMT 2022","257","chromium","dummyapi.spec.ts","tests dummyapi.io","","","should list the first 10 users from 99 in total",""
"passed","Sun Nov 27 21:08:48 GMT 2022","Sun Nov 27 21:08:49 GMT 2022","597","chromium","demo-todo-app.spec.ts","Clear completed button","","","should display the correct text",""
"passed","Sun Nov 27 21:08:37 GMT 2022","Sun Nov 27 21:08:38 GMT 2022","1237","chromium","demo-todo-app.spec.ts","New Todo","","","should allow me to add todo items",""
"passed","Sun Nov 27 21:08:47 GMT 2022","Sun Nov 27 21:08:47 GMT 2022","613","chromium","demo-todo-app.spec.ts","Editing","","","should remove the item if an empty text string was entered",""
"passed","Sun Nov 27 21:09:07 GMT 2022","Sun Nov 27 21:09:09 GMT 2022","1443","chromium","example.spec.ts","","","","homepage has title and links to intro page",""
"passed","Sun Nov 27 21:08:45 GMT 2022","Sun Nov 27 21:08:46 GMT 2022","900","chromium","demo-todo-app.spec.ts","Editing","","","should save edits on blur",""
"passed","Sun Nov 27 21:08:47 GMT 2022","Sun Nov 27 21:08:48 GMT 2022","633","chromium","demo-todo-app.spec.ts","Editing","","","should cancel edits on escape",""
"passed","Sun Nov 27 21:08:48 GMT 2022","Sun Nov 27 21:08:48 GMT 2022","483","chromium","demo-todo-app.spec.ts","Counter","","","should display the current number of todo items",""
"passed","Sun Nov 27 21:08:51 GMT 2022","Sun Nov 27 21:08:52 GMT 2022","649","chromium","demo-todo-app.spec.ts","Routing","","","should allow me to display active items",""
"failed","Sun Nov 27 21:09:02 GMT 2022","Sun Nov 27 21:09:02 GMT 2022","230","chromium","dummyapi.spec.ts","tests dummyapi.io","","","it should return an empty result array",""
"passed","Sun Nov 27 21:08:39 GMT 2022","Sun Nov 27 21:08:40 GMT 2022","648","chromium","demo-todo-app.spec.ts","Mark all as completed","","","should allow me to mark all items as completed",""
"passed","Sun Nov 27 21:08:52 GMT 2022","Sun Nov 27 21:08:53 GMT 2022","865","chromium","demo-todo-app.spec.ts","Routing","","","should respect the back button",""
"passed","Sun Nov 27 21:08:41 GMT 2022","Sun Nov 27 21:08:42 GMT 2022","852","chromium","demo-todo-app.spec.ts","Mark all as completed","","","complete all checkbox should update state when items are completed / cleared",""
"passed","Sun Nov 27 21:08:42 GMT 2022","Sun Nov 27 21:08:43 GMT 2022","679","chromium","demo-todo-app.spec.ts","Item","","","should allow me to mark items as complete",""
"passed","Sun Nov 27 21:08:40 GMT 2022","Sun Nov 27 21:08:41 GMT 2022","1478","chromium","demo-todo-app.spec.ts","Mark all as completed","","","should allow me to clear the complete state of all items",""
"passed","Sun Nov 27 21:08:53 GMT 2022","Sun Nov 27 21:08:54 GMT 2022","799","chromium","demo-todo-app.spec.ts","Routing","","","should allow me to display all items",""
"passed","Sun Nov 27 21:08:43 GMT 2022","Sun Nov 27 21:08:44 GMT 2022","881","chromium","demo-todo-app.spec.ts","Item","","","should allow me to un-mark items as complete",""
"passed","Sun Nov 27 21:08:38 GMT 2022","Sun Nov 27 21:08:39 GMT 2022","476","chromium","demo-todo-app.spec.ts","New Todo","","","should clear text input field when an item is added",""
"passed","Sun Nov 27 21:08:39 GMT 2022","Sun Nov 27 21:08:39 GMT 2022","601","chromium","demo-todo-app.spec.ts","New Todo","","","should append new items to the bottom of the list",""
"passed","Sun Nov 27 21:08:50 GMT 2022","Sun Nov 27 21:08:51 GMT 2022","736","chromium","demo-todo-app.spec.ts","Persistence","","","should persist its data",""
"passed","Sun Nov 27 21:08:49 GMT 2022","Sun Nov 27 21:08:50 GMT 2022","637","chromium","demo-todo-app.spec.ts","Clear completed button","","","should remove completed items when clicked",""
"failed","Sun Nov 27 21:09:06 GMT 2022","Sun Nov 27 21:09:07 GMT 2022","233","chromium","dummyapi.spec.ts","tests dummyapi.io","","","it should return an error because of unvalid body",""
"passed","Sun Nov 27 21:08:53 GMT 2022","Sun Nov 27 21:08:53 GMT 2022","698","chromium","demo-todo-app.spec.ts","Routing","","","should allow me to display completed items",""
