"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Nov 29 22:02:56 GMT 2022","Tue Nov 29 22:03:00 GMT 2022","3698","webkit","demo-todo-app.spec.ts","Mark all as completed","","","complete all checkbox should update state when items are completed / cleared",""
"passed","Tue Nov 29 22:02:45 GMT 2022","Tue Nov 29 22:02:48 GMT 2022","3018","webkit","demo-todo-app.spec.ts","New Todo","","","should allow me to add todo items",""
"passed","Tue Nov 29 22:02:37 GMT 2022","Tue Nov 29 22:02:39 GMT 2022","1685","firefox","demo-todo-app.spec.ts","Routing","","","should allow me to display all items",""
"passed","Tue Nov 29 22:03:43 GMT 2022","Tue Nov 29 22:03:44 GMT 2022","288","webkit","dummyapi.spec.ts","tests dummyapi.io","","","should list the first 10 users from 99 in total",""
"passed","Tue Nov 29 22:02:00 GMT 2022","Tue Nov 29 22:02:00 GMT 2022","135","chromium","dummyapi.spec.ts","tests dummyapi.io","","","it should return an error because of unvalid body",""
"passed","Tue Nov 29 22:02:40 GMT 2022","Tue Nov 29 22:02:41 GMT 2022","445","firefox","dummyapi.spec.ts","tests dummyapi.io","","","should list the first 10 users from 99 in total",""
"passed","Tue Nov 29 22:02:54 GMT 2022","Tue Nov 29 22:02:56 GMT 2022","2449","webkit","demo-todo-app.spec.ts","Mark all as completed","","","should allow me to clear the complete state of all items",""
"passed","Tue Nov 29 22:02:00 GMT 2022","Tue Nov 29 22:02:00 GMT 2022","232","chromium","dummyapi.spec.ts","tests dummyapi.io","","","it should return an error because of unvalid path",""
"passed","Tue Nov 29 22:02:21 GMT 2022","Tue Nov 29 22:02:22 GMT 2022","1504","firefox","demo-todo-app.spec.ts","Editing","","","should trim entered text",""
"passed","Tue Nov 29 22:02:12 GMT 2022","Tue Nov 29 22:02:14 GMT 2022","1706","firefox","demo-todo-app.spec.ts","Mark all as completed","","","complete all checkbox should update state when items are completed / cleared",""
"passed","Tue Nov 29 22:01:41 GMT 2022","Tue Nov 29 22:01:42 GMT 2022","931","chromium","demo-todo-app.spec.ts","Mark all as completed","","","should allow me to clear the complete state of all items",""
"passed","Tue Nov 29 22:01:51 GMT 2022","Tue Nov 29 22:01:51 GMT 2022","756","chromium","demo-todo-app.spec.ts","Clear completed button","","","should display the correct text",""
"passed","Tue Nov 29 22:02:00 GMT 2022","Tue Nov 29 22:02:00 GMT 2022","230","chromium","dummyapi.spec.ts","tests dummyapi.io","","","it should return an empty result array",""
"passed","Tue Nov 29 22:03:27 GMT 2022","Tue Nov 29 22:03:30 GMT 2022","2557","webkit","demo-todo-app.spec.ts","Persistence","","","should persist its data",""
"passed","Tue Nov 29 22:02:50 GMT 2022","Tue Nov 29 22:02:51 GMT 2022","1824","webkit","demo-todo-app.spec.ts","New Todo","","","should append new items to the bottom of the list",""
"passed","Tue Nov 29 22:03:30 GMT 2022","Tue Nov 29 22:03:32 GMT 2022","2591","webkit","demo-todo-app.spec.ts","Routing","","","should allow me to display active items",""
"passed","Tue Nov 29 22:03:44 GMT 2022","Tue Nov 29 22:03:44 GMT 2022","163","webkit","dummyapi.spec.ts","tests dummyapi.io","","","it should return an error because of unvalid body",""
"passed","Tue Nov 29 22:02:35 GMT 2022","Tue Nov 29 22:02:37 GMT 2022","1574","firefox","demo-todo-app.spec.ts","Routing","","","should allow me to display completed items",""
"passed","Tue Nov 29 22:02:41 GMT 2022","Tue Nov 29 22:02:44 GMT 2022","2328","firefox","example.spec.ts","","","","homepage has title and links to intro page",""
"passed","Tue Nov 29 22:03:38 GMT 2022","Tue Nov 29 22:03:41 GMT 2022","3100","webkit","demo-todo-app.spec.ts","Routing","","","should allow me to display all items",""
"passed","Tue Nov 29 22:02:08 GMT 2022","Tue Nov 29 22:02:09 GMT 2022","1397","firefox","demo-todo-app.spec.ts","New Todo","","","should append new items to the bottom of the list",""
"passed","Tue Nov 29 22:02:03 GMT 2022","Tue Nov 29 22:02:07 GMT 2022","3891","firefox","demo-todo-app.spec.ts","New Todo","","","should allow me to add todo items",""
"passed","Tue Nov 29 22:01:46 GMT 2022","Tue Nov 29 22:01:47 GMT 2022","858","chromium","demo-todo-app.spec.ts","Editing","","","should save edits on blur",""
"passed","Tue Nov 29 22:03:36 GMT 2022","Tue Nov 29 22:03:38 GMT 2022","2695","webkit","demo-todo-app.spec.ts","Routing","","","should allow me to display completed items",""
"passed","Tue Nov 29 22:02:09 GMT 2022","Tue Nov 29 22:02:11 GMT 2022","1309","firefox","demo-todo-app.spec.ts","Mark all as completed","","","should allow me to mark all items as completed",""
"passed","Tue Nov 29 22:01:55 GMT 2022","Tue Nov 29 22:01:56 GMT 2022","1150","chromium","demo-todo-app.spec.ts","Routing","","","should respect the back button",""
"passed","Tue Nov 29 22:02:25 GMT 2022","Tue Nov 29 22:02:26 GMT 2022","1265","firefox","demo-todo-app.spec.ts","Counter","","","should display the current number of todo items",""
"passed","Tue Nov 29 22:02:29 GMT 2022","Tue Nov 29 22:02:30 GMT 2022","1415","firefox","demo-todo-app.spec.ts","Clear completed button","","","should be hidden when there are no items that are completed",""
"passed","Tue Nov 29 22:02:16 GMT 2022","Tue Nov 29 22:02:18 GMT 2022","1677","firefox","demo-todo-app.spec.ts","Item","","","should allow me to edit an item",""
"passed","Tue Nov 29 22:02:48 GMT 2022","Tue Nov 29 22:02:50 GMT 2022","1564","webkit","demo-todo-app.spec.ts","New Todo","","","should clear text input field when an item is added",""
"passed","Tue Nov 29 22:02:51 GMT 2022","Tue Nov 29 22:02:54 GMT 2022","2482","webkit","demo-todo-app.spec.ts","Mark all as completed","","","should allow me to mark all items as completed",""
"passed","Tue Nov 29 22:03:25 GMT 2022","Tue Nov 29 22:03:27 GMT 2022","2385","webkit","demo-todo-app.spec.ts","Clear completed button","","","should be hidden when there are no items that are completed",""
"passed","Tue Nov 29 22:01:47 GMT 2022","Tue Nov 29 22:01:48 GMT 2022","896","chromium","demo-todo-app.spec.ts","Editing","","","should trim entered text",""
"passed","Tue Nov 29 22:01:38 GMT 2022","Tue Nov 29 22:01:40 GMT 2022","1580","chromium","demo-todo-app.spec.ts","New Todo","","","should append new items to the bottom of the list",""
"passed","Tue Nov 29 22:01:53 GMT 2022","Tue Nov 29 22:01:54 GMT 2022","1002","chromium","demo-todo-app.spec.ts","Persistence","","","should persist its data",""
"passed","Tue Nov 29 22:02:28 GMT 2022","Tue Nov 29 22:02:29 GMT 2022","1284","firefox","demo-todo-app.spec.ts","Clear completed button","","","should remove completed items when clicked",""
"passed","Tue Nov 29 22:02:18 GMT 2022","Tue Nov 29 22:02:19 GMT 2022","1273","firefox","demo-todo-app.spec.ts","Editing","","","should hide other controls when editing",""
"passed","Tue Nov 29 22:03:12 GMT 2022","Tue Nov 29 22:03:14 GMT 2022","1991","webkit","demo-todo-app.spec.ts","Editing","","","should trim entered text",""
"passed","Tue Nov 29 22:02:34 GMT 2022","Tue Nov 29 22:02:35 GMT 2022","1820","firefox","demo-todo-app.spec.ts","Routing","","","should respect the back button",""
"passed","Tue Nov 29 22:01:56 GMT 2022","Tue Nov 29 22:01:57 GMT 2022","936","chromium","demo-todo-app.spec.ts","Routing","","","should allow me to display completed items",""
"passed","Tue Nov 29 22:02:22 GMT 2022","Tue Nov 29 22:02:24 GMT 2022","1515","firefox","demo-todo-app.spec.ts","Editing","","","should remove the item if an empty text string was entered",""
"passed","Tue Nov 29 22:01:50 GMT 2022","Tue Nov 29 22:01:51 GMT 2022","734","chromium","demo-todo-app.spec.ts","Counter","","","should display the current number of todo items",""
