"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Nov 29 10:23:25 GMT 2022","Tue Nov 29 10:23:26 GMT 2022","960","chromium","demo-todo-app.spec.ts","Item","","","should allow me to un-mark items as complete",""
"passed","Tue Nov 29 10:23:28 GMT 2022","Tue Nov 29 10:23:28 GMT 2022","923","chromium","demo-todo-app.spec.ts","Editing","","","should save edits on blur",""
"passed","Tue Nov 29 10:24:12 GMT 2022","Tue Nov 29 10:24:14 GMT 2022","1208","firefox","demo-todo-app.spec.ts","Clear completed button","","","should display the correct text",""
"passed","Tue Nov 29 10:25:33 GMT 2022","Tue Nov 29 10:25:36 GMT 2022","2253","webkit","demo-todo-app.spec.ts","Routing","","","should highlight the currently applied filter",""
"passed","Tue Nov 29 10:24:36 GMT 2022","Tue Nov 29 10:24:41 GMT 2022","4630","webkit","demo-todo-app.spec.ts","New Todo","","","should allow me to add todo items",""
"passed","Tue Nov 29 10:23:48 GMT 2022","Tue Nov 29 10:23:52 GMT 2022","4393","firefox","demo-todo-app.spec.ts","New Todo","","","should allow me to add todo items",""
"passed","Tue Nov 29 10:23:59 GMT 2022","Tue Nov 29 10:24:01 GMT 2022","1494","firefox","demo-todo-app.spec.ts","Item","","","should allow me to mark items as complete",""
"passed","Tue Nov 29 10:24:31 GMT 2022","Tue Nov 29 10:24:35 GMT 2022","4107","firefox","example.spec.ts","","","","homepage has title and links to intro page",""
"passed","Tue Nov 29 10:25:39 GMT 2022","Tue Nov 29 10:25:42 GMT 2022","3403","webkit","example.spec.ts","","","","homepage has title and links to intro page",""
"passed","Tue Nov 29 10:24:09 GMT 2022","Tue Nov 29 10:24:11 GMT 2022","1747","firefox","demo-todo-app.spec.ts","Editing","","","should cancel edits on escape",""
"passed","Tue Nov 29 10:23:37 GMT 2022","Tue Nov 29 10:23:38 GMT 2022","1204","chromium","demo-todo-app.spec.ts","Routing","","","should respect the back button",""
"failed","Tue Nov 29 10:24:30 GMT 2022","Tue Nov 29 10:24:30 GMT 2022","326","firefox","dummyapi.spec.ts","tests dummyapi.io","","","it should return an error because of unvalid body",""
"passed","Tue Nov 29 10:23:29 GMT 2022","Tue Nov 29 10:23:30 GMT 2022","860","chromium","demo-todo-app.spec.ts","Editing","","","should remove the item if an empty text string was entered",""
"passed","Tue Nov 29 10:23:45 GMT 2022","Tue Nov 29 10:23:47 GMT 2022","2072","chromium","example.spec.ts","","","","homepage has title and links to intro page",""
"passed","Tue Nov 29 10:25:08 GMT 2022","Tue Nov 29 10:25:11 GMT 2022","2400","webkit","demo-todo-app.spec.ts","Editing","","","should cancel edits on escape",""
"passed","Tue Nov 29 10:23:18 GMT 2022","Tue Nov 29 10:23:19 GMT 2022","1740","chromium","demo-todo-app.spec.ts","New Todo","","","should allow me to add todo items",""
"passed","Tue Nov 29 10:24:22 GMT 2022","Tue Nov 29 10:24:23 GMT 2022","1574","firefox","demo-todo-app.spec.ts","Routing","","","should allow me to display completed items",""
"passed","Tue Nov 29 10:24:14 GMT 2022","Tue Nov 29 10:24:15 GMT 2022","1417","firefox","demo-todo-app.spec.ts","Clear completed button","","","should remove completed items when clicked",""
"passed","Tue Nov 29 10:24:04 GMT 2022","Tue Nov 29 10:24:05 GMT 2022","1462","firefox","demo-todo-app.spec.ts","Editing","","","should hide other controls when editing",""
"passed","Tue Nov 29 10:23:33 GMT 2022","Tue Nov 29 10:23:34 GMT 2022","955","chromium","demo-todo-app.spec.ts","Clear completed button","","","should remove completed items when clicked",""
"passed","Tue Nov 29 10:23:40 GMT 2022","Tue Nov 29 10:23:41 GMT 2022","908","chromium","demo-todo-app.spec.ts","Routing","","","should highlight the currently applied filter",""
"passed","Tue Nov 29 10:23:28 GMT 2022","Tue Nov 29 10:23:29 GMT 2022","941","chromium","demo-todo-app.spec.ts","Editing","","","should trim entered text",""
"passed","Tue Nov 29 10:23:30 GMT 2022","Tue Nov 29 10:23:31 GMT 2022","892","chromium","demo-todo-app.spec.ts","Editing","","","should cancel edits on escape",""
"passed","Tue Nov 29 10:24:42 GMT 2022","Tue Nov 29 10:24:44 GMT 2022","1869","webkit","demo-todo-app.spec.ts","New Todo","","","should append new items to the bottom of the list",""
"passed","Tue Nov 29 10:24:25 GMT 2022","Tue Nov 29 10:24:26 GMT 2022","1482","firefox","demo-todo-app.spec.ts","Routing","","","should highlight the currently applied filter",""
"passed","Tue Nov 29 10:24:27 GMT 2022","Tue Nov 29 10:24:27 GMT 2022","163","firefox","dummyapi.spec.ts","tests dummyapi.io","","","it should return an error because of unvalid path",""
"passed","Tue Nov 29 10:23:36 GMT 2022","Tue Nov 29 10:23:37 GMT 2022","979","chromium","demo-todo-app.spec.ts","Routing","","","should allow me to display active items",""
"passed","Tue Nov 29 10:25:24 GMT 2022","Tue Nov 29 10:25:28 GMT 2022","3208","webkit","demo-todo-app.spec.ts","Routing","","","should respect the back button",""
"passed","Tue Nov 29 10:24:02 GMT 2022","Tue Nov 29 10:24:04 GMT 2022","1501","firefox","demo-todo-app.spec.ts","Item","","","should allow me to edit an item",""
"passed","Tue Nov 29 10:25:04 GMT 2022","Tue Nov 29 10:25:06 GMT 2022","2055","webkit","demo-todo-app.spec.ts","Editing","","","should trim entered text",""
"passed","Tue Nov 29 10:24:49 GMT 2022","Tue Nov 29 10:24:52 GMT 2022","3222","webkit","demo-todo-app.spec.ts","Mark all as completed","","","complete all checkbox should update state when items are completed / cleared",""
"passed","Tue Nov 29 10:24:23 GMT 2022","Tue Nov 29 10:24:25 GMT 2022","1625","firefox","demo-todo-app.spec.ts","Routing","","","should allow me to display all items",""
"passed","Tue Nov 29 10:25:36 GMT 2022","Tue Nov 29 10:25:36 GMT 2022","165","webkit","dummyapi.spec.ts","tests dummyapi.io","","","it should return an error because of unvalid path",""
"passed","Tue Nov 29 10:25:22 GMT 2022","Tue Nov 29 10:25:24 GMT 2022","2708","webkit","demo-todo-app.spec.ts","Routing","","","should allow me to display active items",""
"passed","Tue Nov 29 10:24:27 GMT 2022","Tue Nov 29 10:24:27 GMT 2022","286","firefox","dummyapi.spec.ts","tests dummyapi.io","","","it should return an empty result array",""
"passed","Tue Nov 29 10:24:52 GMT 2022","Tue Nov 29 10:24:55 GMT 2022","2978","webkit","demo-todo-app.spec.ts","Item","","","should allow me to mark items as complete",""
"passed","Tue Nov 29 10:23:41 GMT 2022","Tue Nov 29 10:23:41 GMT 2022","363","chromium","dummyapi.spec.ts","tests dummyapi.io","","","should list the first 10 users from 99 in total",""
"passed","Tue Nov 29 10:25:12 GMT 2022","Tue Nov 29 10:25:14 GMT 2022","1985","webkit","demo-todo-app.spec.ts","Clear completed button","","","should display the correct text",""
"passed","Tue Nov 29 10:23:34 GMT 2022","Tue Nov 29 10:23:35 GMT 2022","925","chromium","demo-todo-app.spec.ts","Clear completed button","","","should be hidden when there are no items that are completed",""
"passed","Tue Nov 29 10:25:06 GMT 2022","Tue Nov 29 10:25:08 GMT 2022","2209","webkit","demo-todo-app.spec.ts","Editing","","","should remove the item if an empty text string was entered",""
"passed","Tue Nov 29 10:24:16 GMT 2022","Tue Nov 29 10:24:18 GMT 2022","1950","firefox","demo-todo-app.spec.ts","Persistence","","","should persist its data",""
"passed","Tue Nov 29 10:24:41 GMT 2022","Tue Nov 29 10:24:42 GMT 2022","1587","webkit","demo-todo-app.spec.ts","New Todo","","","should clear text input field when an item is added",""
"passed","Tue Nov 29 10:24:05 GMT 2022","Tue Nov 29 10:24:07 GMT 2022","1483","firefox","demo-todo-app.spec.ts","Editing","","","should save edits on blur",""
"passed","Tue Nov 29 10:23:27 GMT 2022","Tue Nov 29 10:23:28 GMT 2022","837","chromium","demo-todo-app.spec.ts","Editing","","","should hide other controls when editing",""
"passed","Tue Nov 29 10:25:36 GMT 2022","Tue Nov 29 10:25:36 GMT 2022","261","webkit","dummyapi.spec.ts","tests dummyapi.io","","","should list the first 10 users from 99 in total",""
"passed","Tue Nov 29 10:23:55 GMT 2022","Tue Nov 29 10:23:56 GMT 2022","1417","firefox","demo-todo-app.spec.ts","Mark all as completed","","","should allow me to mark all items as completed",""
"passed","Tue Nov 29 10:23:41 GMT 2022","Tue Nov 29 10:23:42 GMT 2022","383","chromium","dummyapi.spec.ts","tests dummyapi.io","","","it should return an empty result array",""
"passed","Tue Nov 29 10:23:53 GMT 2022","Tue Nov 29 10:23:55 GMT 2022","1417","firefox","demo-todo-app.spec.ts","New Todo","","","should append new items to the bottom of the list",""
"passed","Tue Nov 29 10:24:07 GMT 2022","Tue Nov 29 10:24:08 GMT 2022","1376","firefox","demo-todo-app.spec.ts","Editing","","","should trim entered text",""
"passed","Tue Nov 29 10:24:46 GMT 2022","Tue Nov 29 10:24:49 GMT 2022","2517","webkit","demo-todo-app.spec.ts","Mark all as completed","","","should allow me to clear the complete state of all items",""
"passed","Tue Nov 29 10:23:21 GMT 2022","Tue Nov 29 10:23:22 GMT 2022","875","chromium","demo-todo-app.spec.ts","Mark all as completed","","","should allow me to mark all items as completed",""
"passed","Tue Nov 29 10:24:11 GMT 2022","Tue Nov 29 10:24:12 GMT 2022","1165","firefox","demo-todo-app.spec.ts","Counter","","","should display the current number of todo items",""
"passed","Tue Nov 29 10:23:26 GMT 2022","Tue Nov 29 10:23:27 GMT 2022","951","chromium","demo-todo-app.spec.ts","Item","","","should allow me to edit an item",""
"passed","Tue Nov 29 10:25:17 GMT 2022","Tue Nov 29 10:25:19 GMT 2022","2523","webkit","demo-todo-app.spec.ts","Clear completed button","","","should be hidden when there are no items that are completed",""
"passed","Tue Nov 29 10:24:18 GMT 2022","Tue Nov 29 10:24:20 GMT 2022","1469","firefox","demo-todo-app.spec.ts","Routing","","","should allow me to display active items",""
"passed","Tue Nov 29 10:24:44 GMT 2022","Tue Nov 29 10:24:46 GMT 2022","1855","webkit","demo-todo-app.spec.ts","Mark all as completed","","","should allow me to mark all items as completed",""
"passed","Tue Nov 29 10:25:30 GMT 2022","Tue Nov 29 10:25:33 GMT 2022","3205","webkit","demo-todo-app.spec.ts","Routing","","","should allow me to display all items",""
"passed","Tue Nov 29 10:23:52 GMT 2022","Tue Nov 29 10:23:53 GMT 2022","1029","firefox","demo-todo-app.spec.ts","New Todo","","","should clear text input field when an item is added",""
"passed","Tue Nov 29 10:23:42 GMT 2022","Tue Nov 29 10:23:42 GMT 2022","242","chromium","dummyapi.spec.ts","tests dummyapi.io","","","it should return an error because of unvalid path",""
"passed","Tue Nov 29 10:23:56 GMT 2022","Tue Nov 29 10:23:58 GMT 2022","1433","firefox","demo-todo-app.spec.ts","Mark all as completed","","","should allow me to clear the complete state of all items",""
"passed","Tue Nov 29 10:24:57 GMT 2022","Tue Nov 29 10:25:00 GMT 2022","2334","webkit","demo-todo-app.spec.ts","Item","","","should allow me to edit an item",""
"passed","Tue Nov 29 10:24:20 GMT 2022","Tue Nov 29 10:24:22 GMT 2022","1805","firefox","demo-todo-app.spec.ts","Routing","","","should respect the back button",""
"passed","Tue Nov 29 10:24:08 GMT 2022","Tue Nov 29 10:24:09 GMT 2022","1391","firefox","demo-todo-app.spec.ts","Editing","","","should remove the item if an empty text string was entered",""
"passed","Tue Nov 29 10:25:00 GMT 2022","Tue Nov 29 10:25:02 GMT 2022","2093","webkit","demo-todo-app.spec.ts","Editing","","","should hide other controls when editing",""
"passed","Tue Nov 29 10:23:35 GMT 2022","Tue Nov 29 10:23:36 GMT 2022","1098","chromium","demo-todo-app.spec.ts","Persistence","","","should persist its data",""
"failed","Tue Nov 29 10:23:44 GMT 2022","Tue Nov 29 10:23:44 GMT 2022","395","chromium","dummyapi.spec.ts","tests dummyapi.io","","","it should return an error because of unvalid body",""
"passed","Tue Nov 29 10:23:20 GMT 2022","Tue Nov 29 10:23:21 GMT 2022","798","chromium","demo-todo-app.spec.ts","New Todo","","","should append new items to the bottom of the list",""
"passed","Tue Nov 29 10:23:22 GMT 2022","Tue Nov 29 10:23:23 GMT 2022","921","chromium","demo-todo-app.spec.ts","Mark all as completed","","","should allow me to clear the complete state of all items",""
"passed","Tue Nov 29 10:25:02 GMT 2022","Tue Nov 29 10:25:04 GMT 2022","2204","webkit","demo-todo-app.spec.ts","Editing","","","should save edits on blur",""
"passed","Tue Nov 29 10:23:31 GMT 2022","Tue Nov 29 10:23:32 GMT 2022","701","chromium","demo-todo-app.spec.ts","Counter","","","should display the current number of todo items",""
"passed","Tue Nov 29 10:25:11 GMT 2022","Tue Nov 29 10:25:12 GMT 2022","1497","webkit","demo-todo-app.spec.ts","Counter","","","should display the current number of todo items",""
"passed","Tue Nov 29 10:23:39 GMT 2022","Tue Nov 29 10:23:40 GMT 2022","1050","chromium","demo-todo-app.spec.ts","Routing","","","should allow me to display all items",""
"passed","Tue Nov 29 10:23:19 GMT 2022","Tue Nov 29 10:23:20 GMT 2022","644","chromium","demo-todo-app.spec.ts","New Todo","","","should clear text input field when an item is added",""
"passed","Tue Nov 29 10:24:55 GMT 2022","Tue Nov 29 10:24:57 GMT 2022","2550","webkit","demo-todo-app.spec.ts","Item","","","should allow me to un-mark items as complete",""
"passed","Tue Nov 29 10:23:32 GMT 2022","Tue Nov 29 10:23:33 GMT 2022","845","chromium","demo-todo-app.spec.ts","Clear completed button","","","should display the correct text",""
"passed","Tue Nov 29 10:24:26 GMT 2022","Tue Nov 29 10:24:27 GMT 2022","444","firefox","dummyapi.spec.ts","tests dummyapi.io","","","should list the first 10 users from 99 in total",""
