"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Dec 07 18:23:08 GMT 2022","Wed Dec 07 18:23:08 GMT 2022","145","webkit","dummyapi.spec.ts","tests the possible errors returned from the api","","","it should return an error because of unvalid path",""
"passed","Wed Dec 07 18:22:58 GMT 2022","Wed Dec 07 18:22:59 GMT 2022","421","chromium","dummyapi.spec.ts","tests users","","","it should return an empty result array",""
"passed","Wed Dec 07 18:23:03 GMT 2022","Wed Dec 07 18:23:03 GMT 2022","195","chromium","dummyapi.spec.ts","tests users","","","update the names of an existing user by its id",""
"passed","Wed Dec 07 18:23:08 GMT 2022","Wed Dec 07 18:23:08 GMT 2022","224","webkit","dummyapi.spec.ts","tests users","","","should list the newly created user",""
"passed","Wed Dec 07 18:23:03 GMT 2022","Wed Dec 07 18:23:03 GMT 2022","150","chromium","dummyapi.spec.ts","tests the possible errors returned from the api","","","it should return an error because of unvalid path",""
"passed","Wed Dec 07 18:23:03 GMT 2022","Wed Dec 07 18:23:03 GMT 2022","168","chromium","dummyapi.spec.ts","tests the possible errors returned from the api","","","it should return an error because of wrong path",""
"passed","Wed Dec 07 18:22:59 GMT 2022","Wed Dec 07 18:23:03 GMT 2022","3946","chromium","dummyapi.spec.ts","tests users","","","should list the newly created user",""
"passed","Wed Dec 07 18:22:59 GMT 2022","Wed Dec 07 18:22:59 GMT 2022","157","chromium","dummyapi.spec.ts","tests users","","","should create an user",""
"passed","Wed Dec 07 18:23:05 GMT 2022","Wed Dec 07 18:23:05 GMT 2022","170","firefox","dummyapi.spec.ts","tests users","","","should create an user",""
"passed","Wed Dec 07 18:23:05 GMT 2022","Wed Dec 07 18:23:05 GMT 2022","143","firefox","dummyapi.spec.ts","tests users","","","update the names of an existing user by its id",""
"passed","Wed Dec 07 18:23:07 GMT 2022","Wed Dec 07 18:23:08 GMT 2022","145","webkit","dummyapi.spec.ts","tests users","","","should create an user",""
"passed","Wed Dec 07 18:23:06 GMT 2022","Wed Dec 07 18:23:06 GMT 2022","169","firefox","dummyapi.spec.ts","tests the possible errors returned from the api","","","it should return an error because of wrong path",""
"passed","Wed Dec 07 18:23:03 GMT 2022","Wed Dec 07 18:23:03 GMT 2022","138","chromium","dummyapi.spec.ts","tests users","","","delete the newly created and updated user",""
"passed","Wed Dec 07 18:23:07 GMT 2022","Wed Dec 07 18:23:07 GMT 2022","227","webkit","dummyapi.spec.ts","tests users","","","it should return an empty result array",""
"passed","Wed Dec 07 18:23:09 GMT 2022","Wed Dec 07 18:23:09 GMT 2022","113","webkit","dummyapi.spec.ts","tests with a missing app-id token","","","wrong api credentials",""
"passed","Wed Dec 07 18:23:05 GMT 2022","Wed Dec 07 18:23:05 GMT 2022","298","firefox","dummyapi.spec.ts","tests users","","","it should return an empty result array",""
"passed","Wed Dec 07 18:23:05 GMT 2022","Wed Dec 07 18:23:06 GMT 2022","196","firefox","dummyapi.spec.ts","tests users","","","delete the newly created and updated user",""
"passed","Wed Dec 07 18:23:05 GMT 2022","Wed Dec 07 18:23:05 GMT 2022","164","firefox","dummyapi.spec.ts","tests users","","","should list the newly created user",""
"passed","Wed Dec 07 18:23:09 GMT 2022","Wed Dec 07 18:23:09 GMT 2022","153","webkit","dummyapi.spec.ts","tests the possible errors returned from the api","","","it should return an error because the user doesn't exist",""
"passed","Wed Dec 07 18:23:04 GMT 2022","Wed Dec 07 18:23:04 GMT 2022","131","chromium","dummyapi.spec.ts","tests with a missing app-id token","","","wrong api credentials",""
"passed","Wed Dec 07 18:23:08 GMT 2022","Wed Dec 07 18:23:08 GMT 2022","194","webkit","dummyapi.spec.ts","tests users","","","update the names of an existing user by its id",""
"passed","Wed Dec 07 18:23:08 GMT 2022","Wed Dec 07 18:23:09 GMT 2022","135","webkit","dummyapi.spec.ts","tests the possible errors returned from the api","","","it should return an error because of unvalid body",""
"passed","Wed Dec 07 18:23:04 GMT 2022","Wed Dec 07 18:23:04 GMT 2022","279","chromium","dummyapi.spec.ts","tests with a wrong app-id token","","","wrong api credentials",""
"passed","Wed Dec 07 18:23:08 GMT 2022","Wed Dec 07 18:23:08 GMT 2022","199","webkit","dummyapi.spec.ts","tests users","","","delete the newly created and updated user",""
"passed","Wed Dec 07 18:23:06 GMT 2022","Wed Dec 07 18:23:06 GMT 2022","144","firefox","dummyapi.spec.ts","tests the possible errors returned from the api","","","it should return an error because the user doesn't exist",""
"passed","Wed Dec 07 18:23:09 GMT 2022","Wed Dec 07 18:23:09 GMT 2022","126","webkit","dummyapi.spec.ts","tests with a wrong app-id token","","","wrong api credentials",""
"passed","Wed Dec 07 18:23:09 GMT 2022","Wed Dec 07 18:23:09 GMT 2022","159","webkit","dummyapi.spec.ts","tests the possible errors returned from the api","","","it should return an error because of wrong path",""
"passed","Wed Dec 07 18:23:06 GMT 2022","Wed Dec 07 18:23:07 GMT 2022","116","firefox","dummyapi.spec.ts","tests with a missing app-id token","","","wrong api credentials",""
"passed","Wed Dec 07 18:23:06 GMT 2022","Wed Dec 07 18:23:06 GMT 2022","151","firefox","dummyapi.spec.ts","tests the possible errors returned from the api","","","it should return an error because of unvalid path",""
"passed","Wed Dec 07 18:23:03 GMT 2022","Wed Dec 07 18:23:03 GMT 2022","115","chromium","dummyapi.spec.ts","tests the possible errors returned from the api","","","it should return an error because of unvalid body",""
"passed","Wed Dec 07 18:23:06 GMT 2022","Wed Dec 07 18:23:06 GMT 2022","158","firefox","dummyapi.spec.ts","tests the possible errors returned from the api","","","it should return an error because of unvalid body",""
"passed","Wed Dec 07 18:23:03 GMT 2022","Wed Dec 07 18:23:04 GMT 2022","144","chromium","dummyapi.spec.ts","tests the possible errors returned from the api","","","it should return an error because the user doesn't exist",""
"passed","Wed Dec 07 18:23:06 GMT 2022","Wed Dec 07 18:23:06 GMT 2022","126","firefox","dummyapi.spec.ts","tests with a wrong app-id token","","","wrong api credentials",""
