"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Tue Nov 29 09:32:18 GMT 2022","Tue Nov 29 09:32:18 GMT 2022","292","webkit","dummyapi.spec.ts","tests dummyapi.io","","","it should return an error because of unvalid body",""
"passed","Tue Nov 29 09:31:12 GMT 2022","Tue Nov 29 09:31:13 GMT 2022","1063","firefox","demo-todo-app.spec.ts","Clear completed button","","","should display the correct text",""
"passed","Tue Nov 29 09:30:40 GMT 2022","Tue Nov 29 09:30:41 GMT 2022","764","chromium","demo-todo-app.spec.ts","Editing","","","should save edits on blur",""
"passed","Tue Nov 29 09:31:20 GMT 2022","Tue Nov 29 09:31:21 GMT 2022","1403","firefox","demo-todo-app.spec.ts","Routing","","","should allow me to display all items",""
"passed","Tue Nov 29 09:30:36 GMT 2022","Tue Nov 29 09:30:36 GMT 2022","681","chromium","demo-todo-app.spec.ts","Mark all as completed","","","should allow me to clear the complete state of all items",""
"passed","Tue Nov 29 09:31:59 GMT 2022","Tue Nov 29 09:32:01 GMT 2022","2086","webkit","demo-todo-app.spec.ts","Clear completed button","","","should remove completed items when clicked",""
"passed","Tue Nov 29 09:30:50 GMT 2022","Tue Nov 29 09:30:50 GMT 2022","187","chromium","dummyapi.spec.ts","tests dummyapi.io","","","it should return an error because of unvalid path",""
"passed","Tue Nov 29 09:31:52 GMT 2022","Tue Nov 29 09:31:54 GMT 2022","1673","webkit","demo-todo-app.spec.ts","Editing","","","should remove the item if an empty text string was entered",""
"passed","Tue Nov 29 09:31:30 GMT 2022","Tue Nov 29 09:31:32 GMT 2022","2386","webkit","demo-todo-app.spec.ts","New Todo","","","should allow me to add todo items",""
"passed","Tue Nov 29 09:30:33 GMT 2022","Tue Nov 29 09:30:34 GMT 2022","917","chromium","demo-todo-app.spec.ts","New Todo","","","should allow me to add todo items",""
"passed","Tue Nov 29 09:31:45 GMT 2022","Tue Nov 29 09:31:47 GMT 2022","1718","webkit","demo-todo-app.spec.ts","Item","","","should allow me to edit an item",""
"passed","Tue Nov 29 09:31:00 GMT 2022","Tue Nov 29 09:31:01 GMT 2022","1643","firefox","demo-todo-app.spec.ts","Mark all as completed","","","should allow me to clear the complete state of all items",""
"passed","Tue Nov 29 09:31:21 GMT 2022","Tue Nov 29 09:31:23 GMT 2022","1215","firefox","demo-todo-app.spec.ts","Routing","","","should highlight the currently applied filter",""
"passed","Tue Nov 29 09:32:15 GMT 2022","Tue Nov 29 09:32:16 GMT 2022","273","webkit","dummyapi.spec.ts","tests dummyapi.io","","","should list the first 10 users from 99 in total",""
"passed","Tue Nov 29 09:30:50 GMT 2022","Tue Nov 29 09:30:50 GMT 2022","249","chromium","dummyapi.spec.ts","tests dummyapi.io","","","should list the first 10 users from 99 in total",""
"passed","Tue Nov 29 09:32:18 GMT 2022","Tue Nov 29 09:32:21 GMT 2022","2668","webkit","example.spec.ts","","","","homepage has title and links to intro page",""
"passed","Tue Nov 29 09:30:41 GMT 2022","Tue Nov 29 09:30:42 GMT 2022","702","chromium","demo-todo-app.spec.ts","Editing","","","should remove the item if an empty text string was entered",""
"passed","Tue Nov 29 09:30:58 GMT 2022","Tue Nov 29 09:30:59 GMT 2022","991","firefox","demo-todo-app.spec.ts","New Todo","","","should append new items to the bottom of the list",""
"passed","Tue Nov 29 09:31:05 GMT 2022","Tue Nov 29 09:31:06 GMT 2022","1025","firefox","demo-todo-app.spec.ts","Item","","","should allow me to edit an item",""
"passed","Tue Nov 29 09:31:07 GMT 2022","Tue Nov 29 09:31:08 GMT 2022","1071","firefox","demo-todo-app.spec.ts","Editing","","","should save edits on blur",""
