"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sun Nov 27 08:28:59 GMT 2022","Sun Nov 27 08:29:00 GMT 2022","744","chromium","demo-todo-app.spec.ts","Editing","","","should hide other controls when editing",""
"passed","Sun Nov 27 08:28:52 GMT 2022","Sun Nov 27 08:28:54 GMT 2022","1246","chromium","demo-todo-app.spec.ts","New Todo","","","should append new items to the bottom of the list",""
"failed","Sun Nov 27 08:29:22 GMT 2022","Sun Nov 27 08:29:22 GMT 2022","267","chromium","dummyapi.spec.ts","tests dummyapi.io","","","it should return an error because of unvalid body",""
"passed","Sun Nov 27 08:28:56 GMT 2022","Sun Nov 27 08:28:57 GMT 2022","1105","chromium","demo-todo-app.spec.ts","Mark all as completed","","","complete all checkbox should update state when items are completed / cleared",""
"passed","Sun Nov 27 08:29:01 GMT 2022","Sun Nov 27 08:29:02 GMT 2022","813","chromium","demo-todo-app.spec.ts","Editing","","","should trim entered text",""
"passed","Sun Nov 27 08:29:02 GMT 2022","Sun Nov 27 08:29:03 GMT 2022","840","chromium","demo-todo-app.spec.ts","Editing","","","should remove the item if an empty text string was entered",""
"passed","Sun Nov 27 08:29:07 GMT 2022","Sun Nov 27 08:29:08 GMT 2022","826","chromium","demo-todo-app.spec.ts","Routing","","","should allow me to display active items",""
"passed","Sun Nov 27 08:29:00 GMT 2022","Sun Nov 27 08:29:01 GMT 2022","899","chromium","demo-todo-app.spec.ts","Editing","","","should save edits on blur",""
"passed","Sun Nov 27 08:29:04 GMT 2022","Sun Nov 27 08:29:05 GMT 2022","786","chromium","demo-todo-app.spec.ts","Clear completed button","","","should display the correct text",""
"passed","Sun Nov 27 08:28:50 GMT 2022","Sun Nov 27 08:28:52 GMT 2022","1519","chromium","demo-todo-app.spec.ts","New Todo","","","should allow me to add todo items",""
"passed","Sun Nov 27 08:29:03 GMT 2022","Sun Nov 27 08:29:04 GMT 2022","639","chromium","demo-todo-app.spec.ts","Counter","","","should display the current number of todo items",""
"passed","Sun Nov 27 08:29:06 GMT 2022","Sun Nov 27 08:29:07 GMT 2022","811","chromium","demo-todo-app.spec.ts","Clear completed button","","","should be hidden when there are no items that are completed",""
"failed","Sun Nov 27 08:29:19 GMT 2022","Sun Nov 27 08:29:20 GMT 2022","272","chromium","dummyapi.spec.ts","tests dummyapi.io","","","it should return an error because of unvalid path",""
"failed","Sun Nov 27 08:29:14 GMT 2022","Sun Nov 27 08:29:14 GMT 2022","256","chromium","dummyapi.spec.ts","tests dummyapi.io","","","should list the first 10 users from 99 in total",""
"passed","Sun Nov 27 08:29:07 GMT 2022","Sun Nov 27 08:29:07 GMT 2022","916","chromium","demo-todo-app.spec.ts","Persistence","","","should persist its data",""
"passed","Sun Nov 27 08:28:54 GMT 2022","Sun Nov 27 08:28:55 GMT 2022","1039","chromium","demo-todo-app.spec.ts","Mark all as completed","","","should allow me to mark all items as completed",""
"passed","Sun Nov 27 08:28:58 GMT 2022","Sun Nov 27 08:28:58 GMT 2022","902","chromium","demo-todo-app.spec.ts","Item","","","should allow me to un-mark items as complete",""
"passed","Sun Nov 27 08:29:11 GMT 2022","Sun Nov 27 08:29:12 GMT 2022","850","chromium","demo-todo-app.spec.ts","Routing","","","should highlight the currently applied filter",""
"passed","Sun Nov 27 08:28:52 GMT 2022","Sun Nov 27 08:28:52 GMT 2022","555","chromium","demo-todo-app.spec.ts","New Todo","","","should clear text input field when an item is added",""
"passed","Sun Nov 27 08:28:58 GMT 2022","Sun Nov 27 08:28:59 GMT 2022","895","chromium","demo-todo-app.spec.ts","Item","","","should allow me to edit an item",""
"passed","Sun Nov 27 08:28:55 GMT 2022","Sun Nov 27 08:28:56 GMT 2022","837","chromium","demo-todo-app.spec.ts","Mark all as completed","","","should allow me to clear the complete state of all items",""
"passed","Sun Nov 27 08:29:23 GMT 2022","Sun Nov 27 08:29:25 GMT 2022","2051","chromium","example.spec.ts","","","","homepage has title and links to intro page",""
"failed","Sun Nov 27 08:29:17 GMT 2022","Sun Nov 27 08:29:17 GMT 2022","255","chromium","dummyapi.spec.ts","tests dummyapi.io","","","it should return an empty result array",""
"passed","Sun Nov 27 08:28:57 GMT 2022","Sun Nov 27 08:28:58 GMT 2022","862","chromium","demo-todo-app.spec.ts","Item","","","should allow me to mark items as complete",""
"passed","Sun Nov 27 08:29:05 GMT 2022","Sun Nov 27 08:29:06 GMT 2022","850","chromium","demo-todo-app.spec.ts","Clear completed button","","","should remove completed items when clicked",""
"passed","Sun Nov 27 08:29:08 GMT 2022","Sun Nov 27 08:29:09 GMT 2022","1024","chromium","demo-todo-app.spec.ts","Routing","","","should respect the back button",""
"passed","Sun Nov 27 08:29:03 GMT 2022","Sun Nov 27 08:29:03 GMT 2022","796","chromium","demo-todo-app.spec.ts","Editing","","","should cancel edits on escape",""
"passed","Sun Nov 27 08:29:09 GMT 2022","Sun Nov 27 08:29:10 GMT 2022","884","chromium","demo-todo-app.spec.ts","Routing","","","should allow me to display completed items",""
"passed","Sun Nov 27 08:29:10 GMT 2022","Sun Nov 27 08:29:11 GMT 2022","1011","chromium","demo-todo-app.spec.ts","Routing","","","should allow me to display all items",""
