"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Nov 29 10:34:19 GMT 2022","Tue Nov 29 10:34:20 GMT 2022","1177","firefox","demo-todo-app.spec.ts","Routing","","","should highlight the currently applied filter",""
"passed","Tue Nov 29 10:34:56 GMT 2022","Tue Nov 29 10:34:58 GMT 2022","1539","webkit","demo-todo-app.spec.ts","Clear completed button","","","should display the correct text",""
"passed","Tue Nov 29 10:35:17 GMT 2022","Tue Nov 29 10:35:20 GMT 2022","2822","webkit","example.spec.ts","","","","homepage has title and links to intro page",""
"passed","Tue Nov 29 10:34:53 GMT 2022","Tue Nov 29 10:34:55 GMT 2022","1779","webkit","demo-todo-app.spec.ts","Editing","","","should cancel edits on escape",""
"failed","Tue Nov 29 10:34:22 GMT 2022","Tue Nov 29 10:34:23 GMT 2022","317","firefox","dummyapi.spec.ts","tests dummyapi.io","","","it should return an error because of unvalid body",""
"passed","Tue Nov 29 10:33:38 GMT 2022","Tue Nov 29 10:33:39 GMT 2022","714","chromium","demo-todo-app.spec.ts","Editing","","","should remove the item if an empty text string was entered",""
"passed","Tue Nov 29 10:34:58 GMT 2022","Tue Nov 29 10:35:00 GMT 2022","2202","webkit","demo-todo-app.spec.ts","Clear completed button","","","should remove completed items when clicked",""
"passed","Tue Nov 29 10:34:52 GMT 2022","Tue Nov 29 10:34:53 GMT 2022","1647","webkit","demo-todo-app.spec.ts","Editing","","","should remove the item if an empty text string was entered",""
"passed","Tue Nov 29 10:34:36 GMT 2022","Tue Nov 29 10:34:40 GMT 2022","3344","webkit","demo-todo-app.spec.ts","Mark all as completed","","","complete all checkbox should update state when items are completed / cleared",""
"passed","Tue Nov 29 10:33:41 GMT 2022","Tue Nov 29 10:33:42 GMT 2022","716","chromium","demo-todo-app.spec.ts","Clear completed button","","","should remove completed items when clicked",""
"passed","Tue Nov 29 10:33:29 GMT 2022","Tue Nov 29 10:33:30 GMT 2022","1035","chromium","demo-todo-app.spec.ts","New Todo","","","should allow me to add todo items",""
"passed","Tue Nov 29 10:34:04 GMT 2022","Tue Nov 29 10:34:05 GMT 2022","934","firefox","demo-todo-app.spec.ts","Editing","","","should hide other controls when editing",""
"passed","Tue Nov 29 10:34:16 GMT 2022","Tue Nov 29 10:34:17 GMT 2022","1209","firefox","demo-todo-app.spec.ts","Routing","","","should respect the back button",""
"passed","Tue Nov 29 10:33:35 GMT 2022","Tue Nov 29 10:33:36 GMT 2022","756","chromium","demo-todo-app.spec.ts","Item","","","should allow me to un-mark items as complete",""
"passed","Tue Nov 29 10:34:02 GMT 2022","Tue Nov 29 10:34:03 GMT 2022","1329","firefox","demo-todo-app.spec.ts","Item","","","should allow me to un-mark items as complete",""
"passed","Tue Nov 29 10:34:48 GMT 2022","Tue Nov 29 10:34:50 GMT 2022","1721","webkit","demo-todo-app.spec.ts","Editing","","","should save edits on blur",""
"passed","Tue Nov 29 10:33:38 GMT 2022","Tue Nov 29 10:33:38 GMT 2022","679","chromium","demo-todo-app.spec.ts","Editing","","","should trim entered text",""
"passed","Tue Nov 29 10:33:44 GMT 2022","Tue Nov 29 10:33:45 GMT 2022","881","chromium","demo-todo-app.spec.ts","Routing","","","should respect the back button",""
"passed","Tue Nov 29 10:33:31 GMT 2022","Tue Nov 29 10:33:32 GMT 2022","683","chromium","demo-todo-app.spec.ts","Mark all as completed","","","should allow me to mark all items as completed",""
"passed","Tue Nov 29 10:33:32 GMT 2022","Tue Nov 29 10:33:33 GMT 2022","1519","chromium","demo-todo-app.spec.ts","Mark all as completed","","","should allow me to clear the complete state of all items",""
"passed","Tue Nov 29 10:33:58 GMT 2022","Tue Nov 29 10:33:59 GMT 2022","1147","firefox","demo-todo-app.spec.ts","Mark all as completed","","","should allow me to clear the complete state of all items",""
