"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Nov 23 21:17:23 GMT 2022","Wed Nov 23 21:17:24 GMT 2022","902","chromium","demo-todo-app.spec.ts","Editing","","","should trim entered text",""
"passed","Wed Nov 23 21:17:29 GMT 2022","Wed Nov 23 21:17:30 GMT 2022","1016","chromium","demo-todo-app.spec.ts","Persistence","","","should persist its data",""
"passed","Wed Nov 23 21:17:14 GMT 2022","Wed Nov 23 21:17:15 GMT 2022","605","chromium","demo-todo-app.spec.ts","New Todo","","","should clear text input field when an item is added",""
"passed","Wed Nov 23 21:17:20 GMT 2022","Wed Nov 23 21:17:21 GMT 2022","892","chromium","demo-todo-app.spec.ts","Item","","","should allow me to edit an item",""
"passed","Wed Nov 23 21:17:26 GMT 2022","Wed Nov 23 21:17:26 GMT 2022","687","chromium","demo-todo-app.spec.ts","Counter","","","should display the current number of todo items",""
"passed","Wed Nov 23 21:17:17 GMT 2022","Wed Nov 23 21:17:18 GMT 2022","1147","chromium","demo-todo-app.spec.ts","Mark all as completed","","","complete all checkbox should update state when items are completed / cleared",""
"passed","Wed Nov 23 21:17:24 GMT 2022","Wed Nov 23 21:17:25 GMT 2022","861","chromium","demo-todo-app.spec.ts","Editing","","","should remove the item if an empty text string was entered",""
"passed","Wed Nov 23 21:17:18 GMT 2022","Wed Nov 23 21:17:19 GMT 2022","948","chromium","demo-todo-app.spec.ts","Item","","","should allow me to mark items as complete",""
"passed","Wed Nov 23 21:17:25 GMT 2022","Wed Nov 23 21:17:26 GMT 2022","914","chromium","demo-todo-app.spec.ts","Editing","","","should cancel edits on escape",""
"passed","Wed Nov 23 21:17:21 GMT 2022","Wed Nov 23 21:17:22 GMT 2022","848","chromium","demo-todo-app.spec.ts","Editing","","","should hide other controls when editing",""
"passed","Wed Nov 23 21:17:33 GMT 2022","Wed Nov 23 21:17:34 GMT 2022","981","chromium","demo-todo-app.spec.ts","Routing","","","should allow me to display all items",""
"passed","Wed Nov 23 21:17:27 GMT 2022","Wed Nov 23 21:17:28 GMT 2022","896","chromium","demo-todo-app.spec.ts","Clear completed button","","","should remove completed items when clicked",""
"passed","Wed Nov 23 21:17:22 GMT 2022","Wed Nov 23 21:17:23 GMT 2022","880","chromium","demo-todo-app.spec.ts","Editing","","","should save edits on blur",""
"passed","Wed Nov 23 21:17:35 GMT 2022","Wed Nov 23 21:17:36 GMT 2022","1575","chromium","example.spec.ts","","","","homepage has title and links to intro page",""
"passed","Wed Nov 23 21:17:32 GMT 2022","Wed Nov 23 21:17:33 GMT 2022","946","chromium","demo-todo-app.spec.ts","Routing","","","should allow me to display completed items",""
"passed","Wed Nov 23 21:17:16 GMT 2022","Wed Nov 23 21:17:16 GMT 2022","816","chromium","demo-todo-app.spec.ts","Mark all as completed","","","should allow me to mark all items as completed",""
"passed","Wed Nov 23 21:17:26 GMT 2022","Wed Nov 23 21:17:27 GMT 2022","818","chromium","demo-todo-app.spec.ts","Clear completed button","","","should display the correct text",""
"passed","Wed Nov 23 21:17:30 GMT 2022","Wed Nov 23 21:17:31 GMT 2022","899","chromium","demo-todo-app.spec.ts","Routing","","","should allow me to display active items",""
"passed","Wed Nov 23 21:17:13 GMT 2022","Wed Nov 23 21:17:14 GMT 2022","1130","chromium","demo-todo-app.spec.ts","New Todo","","","should allow me to add todo items",""
"passed","Wed Nov 23 21:17:31 GMT 2022","Wed Nov 23 21:17:32 GMT 2022","1118","chromium","demo-todo-app.spec.ts","Routing","","","should respect the back button",""
"passed","Wed Nov 23 21:17:19 GMT 2022","Wed Nov 23 21:17:20 GMT 2022","985","chromium","demo-todo-app.spec.ts","Item","","","should allow me to un-mark items as complete",""
"passed","Wed Nov 23 21:17:34 GMT 2022","Wed Nov 23 21:17:35 GMT 2022","845","chromium","demo-todo-app.spec.ts","Routing","","","should highlight the currently applied filter",""
"passed","Wed Nov 23 21:17:16 GMT 2022","Wed Nov 23 21:17:17 GMT 2022","862","chromium","demo-todo-app.spec.ts","Mark all as completed","","","should allow me to clear the complete state of all items",""
"passed","Wed Nov 23 21:17:28 GMT 2022","Wed Nov 23 21:17:29 GMT 2022","864","chromium","demo-todo-app.spec.ts","Clear completed button","","","should be hidden when there are no items that are completed",""
"passed","Wed Nov 23 21:17:15 GMT 2022","Wed Nov 23 21:17:16 GMT 2022","786","chromium","demo-todo-app.spec.ts","New Todo","","","should append new items to the bottom of the list",""
